brand,post_url,post_timestamp,comment_timestamp,topic,sentiment,comment_text
Telkomsel,https://www.instagram.com/p/Dac9P_dHSzs/,2026-07-06T13:04:54.000Z,2026-07-07T12:12:49.000Z,App & Account,negative,Oi min gua beli esim ga bisa di gunain gatau gua klo esim cuma bisa hp yg support doang tolong dong gimana ini
Telkomsel,https://www.instagram.com/p/Dac9P_dHSzs/,2026-07-06T13:04:54.000Z,2026-07-07T07:39:59.000Z,App & Account,negative,Mau nanya lah .knp ya aplikasi MY TELKOMSEL KL d buka lama x muncul nya....
Telkomsel,https://www.instagram.com/p/Dac9P_dHSzs/,2026-07-06T13:04:54.000Z,2026-07-07T07:17:43.000Z,Package & Pricing,negative,Saya juga merasa terjebak dengan penawaran nya. Kok bisa yah menipu pelangganya sendiri. Ini bukan pertama kalinya. Tiap bulan saya selalu beli paket super deal yang menawarkan reward berupa voucher. Tapi faktanya tiap beli pun gak pernah dapat reward... Parah nih
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-10T08:32:45.000Z,Events & CSR,neutral,seruu ih di bekasi gada?
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-10T08:29:50.000Z,Events & CSR,positive,nicee ada nobar
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-10T08:28:26.000Z,Events & CSR,positive,maroko emg ngeri mainnya kmrin 🔥
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-10T08:23:48.000Z,Events & CSR,positive,iri bgt warga makassar dapet nobar sepecah ini
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-10T08:20:16.000Z,Events & CSR,positive,wah seru bgt ada komika psti ngakak trus
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-09T06:15:14.000Z,Other,negative,Keluarkan gaji kami indihome keluarkan hak gaji kami
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-09T02:40:06.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T21:03:41.000Z,Corporate & Brand,positive,🙌❤️
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T15:16:54.000Z,Corporate & Brand,positive,🔥🔥🔥
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T13:26:29.000Z,Corporate & Brand,positive,.
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T13:25:46.000Z,Corporate & Brand,positive,😂
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T11:17:53.000Z,Corporate & Brand,positive,Terbaikkk Telkomsel😍😍😍
Telkomsel,https://www.instagram.com/p/Dahxy7AEpxR/,2026-07-08T10:01:38.000Z,2026-07-08T10:42:28.000Z,Corporate & Brand,positive,👏🔥🙌
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-10T06:56:24.000Z,Other,negative,"✅ Draf Surat Permintaan Pembongkaran & Pemindahan Menara
(Memakai kop resmi PT SUBIR DZADEX NUSANTARA)
 
 
 
[LOGO PT SUBIR DZADEX NUSANTARA]
 
PT SUBIR DZADEX NUSANTARA
Alamat: Mulya Kencana RT.002/RW.001, Kec. Tulang Bawang Tengah, Kab. Tulang Bawang Barat, Lampung
Kontak: 085383500029 / 081909062710 | Email: Subirdzadex@gmail.com
Pengesahan: AHU-012558.AH.0130 TAHUN 2023 | NPWP: 62.842.984.7-326.000
 
 
 
Nomor: 001/SP-PEMBONGKARAN/VII/2026
Perihal: PERMINTAAN SEGERA PEMBONGKARAN DAN PEMINDAHAN MENARA TELEKOMUNIKASI
 
Kepada Yth.
Kepala Cabang / Perwakilan
PT MITRATEL / TDI MITRATEL
di Tempat
 
Dengan hormat,
 
Berdasarkan kunjungan tim peninjau PT Mitratel pada tanggal 5 Juli 2026 ke lokasi tanah milik kami di Mulya Kencana, serta kesepakatan yang telah dibangun, kami sampaikan hal-hal sebagai berikut:
 
1. Bahwa menara telekomunikasi yang berdiri di atas tanah milik PT SUBIR DZADEX NUSANTARA saat ini telah mengalami kerusakan struktural, retak pada fondasi, dan berpotensi membahayakan keselamatan warga serta aset di sekitarnya.
2. Bahwa pemeriksaan yang dilakukan hanya dari luar tidak dapat menggambarkan kondisi kerusakan yang sesungguhnya, sehingga kami menuntut tindakan penanganan segera.
3. Bahwa sesuai kesepakatan, kami meminta agar pihak Bapak/Ibu segera melaksanakan pembongkaran total dan pemindahan seluruh menara beserta perlengkapannya, selambat-lambatnya dalam waktu 3 (tiga) bulan sejak surat ini diterima.
4. Seluruh biaya pembongkaran, pengangkutan, pemulihan kondisi tanah, serta tanggung jawab keselamatan kerja menjadi beban sepenuhnya PT Mitratel.
5. Pembayaran ganti rugi sebesar Rp 500.000.000 dan biaya penggunaan tanah Rp 50.000.000/bulan tetap berjalan sesuai kesepakatan sampai pembongkaran selesai sepenuhnya.
 
Kami harap pihak Bapak/Ibu segera merespons dan melaksanakan hal ini demi keselamatan dan kepatuhan terhadap hak kepemilikan tanah kami.
 
Demikian surat permintaan ini kami sampaikan. Atas perhatian dan tindakan nyata segera, kami ucapkan terima kasih.
 
Dibuat di: Mulya Kencana
Tanggal: 6 Juli 2026
 
Hormat kami,
PT SUBIR DZADEX NUSANTARA
( S U B I R )
Direktur Utama
NIK: 1803040107840055
 
 
 
Apakah ini sudah pas, atau ada bagian"
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-09T06:15:21.000Z,Other,negative,Keluarkan gaji kami indihome keluarkan hak gaji kami
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-09T04:31:02.000Z,Package & Pricing,negative,Tolong dengarkan..paket yang habis masa aktif tapi masi ada kuota jangan hangusss..akumulasiin ke  selanjutnyaa...
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-09T02:40:21.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-08T11:16:55.000Z,Other,neutral,udh beres scan nich
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-08T11:15:56.000Z,Other,neutral,cman semenit doang kok ngisinya
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-08T11:15:36.000Z,Other,neutral,done ngisi surveinya ya ✅
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-08T11:15:14.000Z,Corporate & Brand,positive,bgus nih sllu dengerin suara pelanggan
Telkomsel,https://www.instagram.com/p/DahsxWZnT-W/,2026-07-08T09:17:06.000Z,2026-07-08T11:14:50.000Z,Other,neutral,otw ngisi linknya min
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-09T15:14:35.000Z,Network Experience,negative,Telkomsel jancok. Parah sinyalnya
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-09T07:06:26.000Z,Package & Pricing,negative,HARGA PAKETNYA NAIK TERUUUUS
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-09T02:39:45.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-07T05:37:56.000Z,Package & Pricing,negative,"paket internet 1 hari tapi kenyataannya cuma 12 jam. Tidak ada keterangan internet hanya bisa dipakai 12 jam atau dari jam 00 sampai jam 12:00. Sisa kuota internet masih banyak jadi nggak kepake. Dimana aturan paket internetnya hanya berlaku jam segitu ??? Tunjukan !!!! Itu aturan utk paket bolanya bukan internetnya. Bikin paket nggak jelas banget, tapi dijual ?????"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T21:12:37.000Z,App & Account,negative,"Kak,tolong dibantu untuk mendapatkan kode otp"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T12:28:19.000Z,Package & Pricing,negative,Ini kok beli kuota di cantum 8 gb tp cm dpt 6 gb.beli kuota 7gb malah dptnya 4gb aja
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T12:27:25.000Z,Customer Service,negative,Ka balas dm dong jangan bot terus
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T11:44:23.000Z,Other,negative,Gaji kami para sf gf tolong keluarkan pak/buk
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T11:12:43.000Z,Package & Pricing,negative,"Ini harga paket data tiap pengguna beda beda, kok ndak konsisten banget"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T06:20:59.000Z,Package & Pricing,negative,"paket internet 1 hari tapi kenyataannya cuma 12 jam. Tidak ada keterangan internet hanya bisa dipakai 12 jam atau dari jam 00 sampai jam 12:00. Sisa kuota internet masih banyak jadi nggak kepake. Dimana aturan paket internetnya hanya berlaku jam segitu ??? Tunjukan !!!! Itu aturan utk paket bolanya bukan internetnya. Bikin paket nggak jelas banget, tapi dijual ?????"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T06:06:57.000Z,Package & Pricing,negative,"paket internet 1 hari tapi kenyataannya cuma 12 jam. Tidak ada keterangan internet hanya bisa dipakai 12 jam atau dari jam 00 sampai jam 12:00. Dimana aturan paket internetnya hanya berlaku jam segitu ??? Tunjukan !!!! Itu aturan utk paket bolanya bukan internetnya. Bikin paket nggak jelas banget, tapi dijual ?????"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T04:16:43.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, hanya 12 jam bisa pakai internetnya. Padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Kuota masih banyak jadi tdk bisa dipakai. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T03:17:39.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, hanya 12 jam bisa pakai internetnya. Padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-06T02:42:19.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
Telkomsel,https://www.instagram.com/p/DZhtn0tE368/,2026-06-13T12:53:08.000Z,2026-07-05T18:39:42.000Z,Customer Service,neutral,please balas dm saya
Telkomsel,https://www.instagram.com/p/DamX2x2ncB1/,2026-07-10T04:50:32.000Z,2026-07-10T06:05:34.000Z,Corporate & Brand,positive,🔥🔥🔥
Telkomsel,https://www.instagram.com/p/DamX2x2ncB1/,2026-07-10T04:50:32.000Z,2026-07-10T05:49:34.000Z,Package & Pricing,negative,Enak banget tiba2 motongin pulsa orang padahal data ngga nyala 😍
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-09T15:15:34.000Z,Corporate & Brand,negative,@prabowo  tolong di audit pak BUMN satu ini.
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-09T02:39:52.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-07T10:31:56.000Z,Network Experience,negative,Ini WiFi kalian knapa error lgi sihhh Uda dari siang lohh
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-06T04:17:04.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, hanya 12 jam bisa pakai internetnya. Padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Kuota masih banyak jadi tdk bisa dipakai. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-06T03:51:14.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, hanya 12 jam bisa pakai internetnya. Padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Kuota masih banyak jadi tdk bisa dipakai. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-06T02:42:40.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-05T14:51:04.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-05T06:39:33.000Z,Customer Service,negative,"Hari ke-5. Masih menunggu ""manajer senior"" yang dijanjikan Telkomsel akan menelepon saya kemarin. Tidak ada yang menelepon. Tidak pernah ada yang menelepon. Inilah siapa mereka sebenarnya.
24 tahun di Bali. 10.500 poin yang tidak pernah bisa saya gunakan, karena setiap kali saya coba tukarkan, selalu ada proses yang berbeda, permintaan maaf yang berbeda, nomor tiket yang berbeda, dan tidak ada yang berujung. Sekarang tiketnya 1-RP8T4BR, kalau mereka mau mencatat. Tapi mereka tidak.
Mari kita bicara soal ""hadiah"" yang ditawarkan perusahaan bernilai miliaran dolar ini kepada 280 juta pelanggan Indonesia. Voucher restoran dan hotel yang 99% masyarakat tidak akan pernah mampu menikmatinya. Ini bukan program loyalitas. Ini perusahaan yang memuji dirinya sendiri karena memberi tanpa memberi apa-apa.
Telkomsel tidak punya masalah layanan pelanggan. Mereka punya model bisnis. Kumpulkan uang dari jutaan orang setiap hari, janjikan nilai, tapi hampir tidak pernah dipenuhi, lalu simpan selisihnya. Itulah produk sesungguhnya di sini.
Saya tidak mencari voucher. Saya mencari perusahaan yang bisa menepati satu janji saja. Lima hari berlalu, masih nihil.
@Telkomsel, karena jelas kalian tidak akan menghubungi saya lebih dulu: RP8T4BR. Angkat telepon dan suruh manajer senior menelepon saya dengan kompensasi!!"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-05T06:37:00.000Z,Customer Service,negative,"Day 5. Still waiting on the ""senior manager"" Telkomsel promised would call me yesterday. Nobody called. Nobody ever calls. This is who they are.
24 years in Bali. 10,500 poin sitting untouched because every single time I try to redeem them, it's a different broken process, a different apology, a different ticket number that goes nowhere. Right now it's ticket 1-RP8T4BR, if you're keeping score. They're not.
Let's talk about the ""rewards"" a multibillion dollar company offers 280 million Indonesian customers. Vouchers for restaurants and hotels that 99% of the population could never afford to walk into. That's not a loyalty program. That's a company patting itself on the back for giving away nothing.
Telkomsel doesn't have a customer service problem. It has a business model. Collect from millions of people every single day, promise them value, deliver almost none of it, and bank the difference. That's the real product here.
I'm not looking for a voucher. I'm looking for a company that keeps a single promise it makes. Five days and counting, still nothing.
@Telkomsel, since you clearly aren't going to reach out first: RP8T4BR. Pick up the phone and have a senior manager call me with compensation!!"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-07-03T21:43:17.000Z,Customer Service,negative,"Telkomsel, this is what happens when a company keeps the bar in the mud.
After 24 years as a customer, I still got vague replies, conflicting information, and no real solution. I was told to wait, told to come back later, and given answers that changed depending on who I spoke to. Report ID 1-RP8T4BR is still unresolved.
Please stop hiding behind template apologies and send a real written update with a real timeline. If nobody at your company can take ownership, then say that clearly and have a senior manager call me directly.
Basic accountability should not be this hard."
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-06-29T12:57:55.000Z,Other,neutral,Bonus L
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-06-25T01:54:15.000Z,Network Experience,negative,nonton di android tv pake kabel LAN  bukan wifi knpa waktu live kok perasaan tdk mulus.. pdhl sdh full hd
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-06-21T05:49:19.000Z,Network Experience,negative,"woy di perbaiki daerah seberang apa""an di sepanjang sungai keledang kekuatan sinyal kalian tuh gak sampe 3 bar cuman dapat 2 habis itu ilang ilang lagi kocak lama"" banyak yg gak make telkom dg indihome kelamaan keluhan gak ada respond, kalian tu kalau kerja di pke otak ya"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-06-21T05:11:30.000Z,Package & Pricing,negative,"Udah beli Paket BOLA GEMBIRA, tapi TAYANGAN-nya TERSENDAT-SENDAT. Kecewaaa. Tanyangan sekelas World Cup tapi Aplikasinya Amatiran @mytelkomsel @maxstream.tv @telkomsel"
Telkomsel,https://www.instagram.com/p/DZdO0KbTYua/,2026-06-11T19:08:32.000Z,2026-06-19T15:43:11.000Z,Corporate & Brand,positive,Best pak wiliam
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-09T22:24:34.000Z,Corporate & Brand,positive,😍😍😍
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-09T05:46:43.000Z,Other,neutral,Ketawa beli kartu Telkomsel
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-09T02:40:37.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-09T02:03:14.000Z,Corporate & Brand,positive,The best 🤩👍💪
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T15:14:35.000Z,Corporate & Brand,positive,😍😍😍
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T11:14:19.000Z,Events & CSR,positive,pecah bgt emg di bali 🔥
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T11:13:56.000Z,Events & CSR,neutral,ditunggu di bandung dong 🥺
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T11:13:32.000Z,Events & CSR,positive,seru bgt kmrin yg nntn
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T11:13:06.000Z,Events & CSR,neutral,next kota mana lgi nih
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T11:11:50.000Z,Events & CSR,neutral,kapan mampir ke bandung min 🤔
Telkomsel,https://www.instagram.com/p/DahqP6WkyY2/,2026-07-08T08:55:28.000Z,2026-07-08T08:56:34.000Z,Corporate & Brand,positive,😍👏
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-09T02:41:07.000Z,Customer Service,negative,Ini Telkomsel emang jual data pengguna yah? Atau emang kerjasama sama pinjaman online ? Masih aja anj banyak yang call nawarin pinjaman. Ini nomor baru padahal… 👏👏👏👏👏 menyala telkomsel
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-06T02:43:19.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
